ns,m,d,e,cluster
-0.3042345437495405,-0.6664020115004808,-0.4454677357002461,0.25356741436689195,0
-0.45245632491995064,1.0170165442272052,-0.6652084090898985,0.028085618680157277,4
-0.42501526543299634,-0.6655261433653468,-0.7613449536978716,-0.3392555848889601,0
-0.04364462847561691,-1.1551364309052927,-0.8221660329396504,1.3237348773392528,0
-0.9081381521668193,0.5536823007412812,-1.0580929612888086,-1.0082346873237757,3
-0.5942685155532618,-0.45356605466290134,-0.7368203249713479,-0.8643842702079559,0
-0.02561765509002651,-0.7093195501220503,0.42809953953852875,0.8234938074382191,4
-0.4137984819930734,-0.38174486758190745,0.14557581660897556,-0.9116707395020834,1
-0.03162664621855664,-1.022004474364914,-0.49108354513158015,1.1704271663646078,0
-0.1133489255665665,1.415536545713208,-0.5729958050781694,1.1535035878803934,4
-0.6908129730183127,0.4266814211468408,-1.083108082589863,0.362575169897565,4
-0.28540637154681275,0.21822480498493177,-0.6725657977078557,0.5960210025180473,4
-0.42080897164302516,-0.1181085589065518,-1.3053012188521678,1.4227875867027413,4
-0.7811481396505491,-0.9204037706893614,-1.4083046595035673,-0.0336356675563882,0
-0.3384857931821623,-1.5580357730669656,-1.5152320407512108,2.0519465044688174,0
0.47072501212656276,1.0082578628758645,0.8121552253958901,0.6258861410196017,4
-0.3785457340390299,-0.7198299677436591,-0.7569305205270973,-0.04110195218177676,0
-0.8658749145628238,0.15603816739041268,-1.2533090059519376,-0.046577227573728376,4
-0.8005772109661299,-0.8871207815542667,-1.4024187486092017,-0.17748608467220786,0
-0.21089488155303907,-0.6243603410140453,0.16617650473925547,0.2645179651507952,4
0.10477745239907747,-0.17328825141999832,0.942135757646466,-0.9604504657212888,1
-0.36111965976629246,-0.5078698790412137,-1.3597458946250502,1.8757421873096474,4
0.28404568773355987,1.1291276655243665,0.558570564363635,0.4287762269093436,4
0.16907365747434994,-1.3259307172564367,-0.46165399065975177,2.0220813659672636,4
-0.2928174606053333,0.5799583447953034,-0.24534676529181257,-0.07295809991676797,4
-0.32546631240368035,0.47397830044408074,0.2245451211083819,-0.9634369795714443,1
-0.061070702748354314,-0.9466798147433836,-0.1423433246404129,1.0803339985515856,4
-0.5942685155532618,-0.45356605466290134,-0.7368203249713479,-0.8643842702079559,0
-0.40037840180602274,-0.7250851765544636,-0.7633069239959935,0.2475943866665811,0
-0.5672280554748762,-0.4421797689061584,-0.6784517086022214,-0.8678685363664707,0
-0.6990252608939705,-1.0535357272297405,-1.4269433773357254,1.0758542277763525,0
-0.2757919857411646,1.0555547421731044,-0.6323454065963567,0.48900425622081134,4
0.6848453960065201,0.3688741242279921,1.179043671144685,1.8259669564737235,4
-1.0086886037175569,-0.6191051322032408,-1.3587649094759895,-0.8245640855392169,0
-0.20688888746735232,0.08596871657968692,-0.6867900823692394,0.726929859616527,4
-0.555810972330669,0.41617100352523195,-0.6578510204719414,-0.9266033087528606,3
0.07353069853072075,-1.0088664523379027,0.14606630918350602,1.1475305601800827,4
-0.23633294399715,0.58784115801151,-0.12566657710637677,-0.31088370331248355,4
-0.8005772109661299,-0.8871207815542667,-1.4024187486092017,-0.17748608467220786,0
-0.42501526543299634,-0.6655261433653468,-0.7613449536978716,-0.3392555848889601,0
0.10477745239907747,-0.17328825141999832,0.942135757646466,-0.9604504657212888,1
-0.5942685155532618,-0.45356605466290134,-0.7368203249713479,-0.8643842702079559,0
-1.0086886037175569,-0.6191051322032408,-1.3587649094759895,-0.8245640855392169,0
-0.22671855819150177,-0.6129740552573023,0.12154168045698228,-0.2068534708654029,4
0.880938806500887,0.6062343888493256,1.5537799980859675,1.7020266316922736,4
-0.08370456933248449,-0.5464080769871129,0.4462477647961563,-0.21481750779915068,4
-0.5886601238333004,-1.085066980094567,-1.3548409688797456,1.1350867524711017,0
-0.3172540245280225,-0.6129740552573023,-0.3924945376509549,-0.3502061356728633,0
-0.2928174606053333,0.5799583447953034,-0.24534676529181257,-0.07295809991676797,4
0.3637649700387264,-0.5875738793384142,0.8881815744481137,0.8095567428041603,4
-0.47148479682696265,0.008892320687888606,-1.2896054564671926,0.9539049122283393,4
0.2998693643720226,-0.4763386261763871,0.9038773368330889,0.653760270287719,4
0.06652020888076893,-1.3732275965536767,-0.8427667210699303,2.0295476505926517,0
0.14303469591738602,-0.1557708887173169,1.0009948665901227,-0.9644324841881627,1
-0.22491586085294274,-0.6304914179599838,0.11663675471167753,0.2645179651507952,4
-0.8071871012075128,-0.9440522103379815,-1.4137000778234026,0.41384365765856646,0
0.26161212085371405,-1.2935235962564762,0.11026035124278138,2.0180993475003897,4
0.46331392306804225,-0.7215817040139273,0.8695428566159558,0.9479318845280285,4
0.5921066329228716,-0.19781255920375232,1.6077341812843196,-0.047074979882087614,4
-0.5830517321133388,-1.0903221889053714,-1.3558219540288066,1.1415575324797718,0
-0.6413389460600812,-1.1052119472026507,-1.4352817511027436,1.1445440463299272,0
0.0821435858149473,0.33471526695776327,-0.4572395574889775,1.7463265871362457,4
-0.3042345437495405,-0.6664020115004808,-0.4454677357002461,0.25356741436689195,0
0.22415607615254288,-0.9729558587974058,0.4133847623026145,1.1360822570878204,4
